id,jname,rname,ename,first,affiliation,occupation,origin,epithet,status,age,birth,height,blood type,bounty,jva,Odex eva,4kids eva,Funi eva,liveaction,residence,alias,age2,dfname,dfename,dfmeaning,dftype,birthname,dfname2,dfename2,dfmeaning2,dftype2,size,weight,doriki,cp9key,zombie number,gladiator number
Tsunagoro,['綱ゴロー'],['Tsunagorō'],['Tsunagoro'],"['Chapter 947', 'Episode 946']",,"['Yakuza boss', 'Prisoner (former)', 'Samurai']",,"['""Broken Hat Tsunagoro""']",['Alive'],,,,,,['Masaya Takatsuka'],,,['Sean Letourneau'],,,,,,,,,,,,,,,,,,,
Cho,['お蝶'],['O-Chō'],['Ocho'],"['Chapter 952', 'Episode 946']",,"['Yakuza Boss', 'Prisoner (former)', 'Samurai']",,"['""Moonflower O-Cho""']",['Alive'],,,,,,['Fumie Mizusawa'],,,['Cassie Ewulu'],,,,,,,,,,,,,,,,,,,
Yatappe,['弥太っぺ'],['Yatappe'],['Yatappe'],"['Chapter 952', 'Episode 946']",,"['Yakuza boss', 'Prisoner (former)', 'Samurai']",,"['""Snake-Eyes Yatappe""']",['Alive'],,,,,,['Yasunori Masutani'],,,['Stephen E. Moellering'],,,,,,,,,,,,,,,,,,,
Genrin,['玄林'],['Genrin'],['N/A'],"['Chapter 940', 'Episode 937']",,,,,['Alive'],,,,,,,,,['Drew Breedlove'],,"['Ebisu Town, Wano Country']",,,,,,,,,,,,,,,,,
Noriko,['のり子'],['Noriko'],['N/A'],"['Chapter 940', 'Episode 937']",,,,,['Alive'],,,,,,['Arisa Kōri'],,,['Brianna Roberts'],,"['Ebisu Town, Wano Country']",,,,,,,,,,,,,,,,,
Douglas_Bullet,['ダグラス・バレット'],['Dagurasu Baretto'],['Douglas Bullet'],"['One Piece: Stampede', 'My Plans Never Fail!! (cover)']",['Roger Pirates (former)'],"['Pirate', 'Soldier (former)']",,"['""Demon Heir""']",['Alive'],['45'],,,,['Unknown'],['Tsutomu Isobe'],,,['Daman Mills'],,"['Galzburg (former)', 'Impel Down (former)']",,,['Gasha Gasha no Mi'],['Clank-Clank Fruit'],['Sound of metal clanking'],['Paramecia'],,,,,,,,,,,
Tetsu,['テツ'],['Tetsu'],['N/A'],"['Chapter 948', 'Episode 947']",['Ninja-Pirate-Mink-Samurai Alliance'],['Prisoner (former)'],,,['Alive'],['Over 41'],,,,,['Toshitsugu Takashina'],,,['Geoff Galneda'],,['Flower Capital (Wano Country) (former)'],,,,,,,,,,,,,,,,,
Jo,['ジョー'],['Jō'],['Jo'],"['Chapter 948', 'Episode 947']",['Ninja-Pirate-Mink-Samurai Alliance'],['Prisoner (former)'],,,['Alive'],,,,,,['Sōta Arai'],,,['Kiba Walker'],,,,,,,,,,,,,,,,,,,
Hanji,['ハンジ'],['Hanji'],['N/A'],"['Chapter 949', 'Episode 947']",['Ninja-Pirate-Mink-Samurai Alliance'],['Prisoner (former)'],,,['Alive'],,,,,,['Yasunori Masutani'],,,,,,,,,,,,,,,,,,,,,,
Hotei,['ホテイ'],['Hotei'],['Hotei'],"['Chapter 951', 'Episode 951']","['Beasts Pirates', 'Kurozumi Family (former)']","['Samurai', 'Pirate', 'Captain of the Mimawarigumi (former)']",,,['Alive'],,,,,,['Masaya Takatsuka'],,,['Kieran Flitton'],,,,,,,,,,,,,,,,,,,
Jizo,['地蔵'],['Jizō'],['N/A'],"['Chapter 951', 'Episode 951']","['Beasts Pirates', 'Kurozumi Family (Mimawarigumi) (former)']","['Samurai', 'Pirate']",,,['Alive'],,,,,,['Toshiya Chiba'],,,['John Gerhardt'],,,,,,,,,,,,,,,,,,,
Shimotsuki_Ushimaru,['霜月牛マル'],['Shimotsuki Ushimaru'],['Shimotsuki Ushimaru'],"['Chapter 953', 'Episode 954']",,"['Daimyo of Ringo', 'Samurai']",,,['Deceased'],,,,,,['Ryōta Takeuchi'],,,['Christopher R. Sabat'],,['Wano Country (Ringo)'],,,,,,,,,,,,,,,,,
Inbi,['一美'],['Inbi'],['Inbi'],"['Chapter 954', 'Episode 955']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Yōhei Azakami'],,,,,,,,,,,,,,,,,,,,,,
Jaki,['四鬼'],['Jaki'],['Jaki'],"['Chapter 954', 'Episode 955']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Yasunori Masutani'],,,['Kamen Casey'],,,,,,,,,,,,,,,,,,,
Goki,['五鬼'],['Gōki'],['Goki'],"['Chapter 954', 'Episode 955']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Masaya Takatsuka'],,,,,,,,,,,,,,,,,,,,,,
Shinosuke,['忍助'],['Shinosuke'],['Shinosuke'],"['Chapter 955', 'Episode 956']",['Kozuki Family'],['Ninja'],,,['Alive'],,,,,,,,,,,['Wano Country'],,,,,,,,,,,,,,,,,
Rocks_D._Xebec,['ロックス・D・ジーベック'],['Rokkusu Dī Jībekku'],"['Rocks D. Xebec (VIZ)', 'Rox (Funimation, formerly VIZ )']","['Chapter 957', 'Episode 958']",['Rocks Pirates'],['Pirate Captain'],,,['Deceased'],,,,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,
Nozdon,['シーガル・ガンズ・ノズドン'],['Shīgaru Ganzu Nozudon'],['Seagull Ganz Nozudon'],"['Chapter 0', 'Episode 0']",['Roger Pirates (former)'],['Pirate'],,,['Unknown'],,,,,,['Keiji Hirai'],,,,,,,,,,,,,,,,,,,,,,
Sunbell,['サンベル'],['Sanberu'],['Sambel'],"['Chapter 0', 'Episode 0']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,['Yukinori Okuhata'],,,,,,,,,,,,,,,,,,,,,,
Doringo,['ドリンゴ'],['Doringo'],['Doringo'],"['Chapter 0', 'Episode 0']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,['Yukinori Okuhata'],,,,,,,,,,,,,,,,,,,,,,
Kozuki_Sukiyaki,['光月スキヤキ'],['Kōzuki Sukiyaki'],['Kozuki Sukiyaki'],"['Chapter 911', 'Episode 894']",['Kozuki Family'],"['Swordsmith', 'Shogun (former)']",,,['Alive'],['81'],['May 19th'],"['214 cm (7\'0"")']",['F'],,"['Ryūzaburō Ōtomo', 'Reimi (baby)']",,,['John Burgmeier'],,"['Wano Country (Amigasa Village, formerly Flower Capital)']","['""Tenguyama Hitetsu""']",,,,,,,,,,,,,,,,
Banzaburo,['番三郎'],['Banzaburō'],['Banzaburo'],"['Chapter 960', 'Episode 960']",['Kozuki Family'],"['Retainer of the Kozuki Family', 'Food taster']",,,['Deceased'],,,,,,['Takahiro Fujimoto'],,,['Aaron Roberts'],,['Wano Country'],,,,,,,,,,,,,,,,,
Katsuzo,['勝ぞう'],['Katsuzō'],['Katsuzo'],"['Chapter 960', 'Episode 960']",,,,,['Deceased'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiki,['シキ'],['Shiki'],['Shiki'],"['Chapter 0', 'Chapter 530 (mentioned)', 'Episode 425', 'One Piece Film: Strong World']","['Golden Lion Pirates', 'Rocks Pirates (former)', 'Impel Down (former)']","['Pirate Captain/Admiral', 'Prisoner of the Great Prison (former)']",,"['""Shiki the Golden Lion""', '""The Flying Pirate""']",['Unknown'],,['March 20th'],,,,['Naoto Takenaka'],,,['Scott McNeil'],,['Merveille'],,,['Fuwa Fuwa no Mi'],['Float-Float Fruit'],['Float'],['Paramecia'],,,,,,,,,,,
Mountain_God,['山の神'],['Yama no Kami'],['Mountain God'],"['Chapter 960', 'Episode 960']",['Kozuki Family'],,,,['Unknown'],,,,,,,,,['Kenny James'],,['Wano Country'],,,,,,,,,,,,,,,,,
Hitsugisukan,['ひつギスカン公爵'],['Hitsugisukan Kōshaku'],['Duke Genghis Baan'],"['Chapter 963', 'Episode 968']",['Mokomo Dukedom'],['Ruler of Mokomo Dukedom (Former)'],,,['Unknown'],,,,,,['Hiroshi Shirokuma'],,,,,['Zou'],,,,,,,,,,,,,,,,,
Kurozumi_Higurashi,['黒炭ひぐらし'],['Kurozumi Higurashi'],['Kurozumi Higurashi'],"['Chapter 965', 'Episode 965']",['Wano Country (Kurozumi Family)'],,,,['Deceased'],,,,,,['Hiroko Emori'],,,['Linda Young'],,['Wano Country (Flower Capital)'],,,['Mane Mane no Mi'],['Clone-Clone Fruit'],['Imitation'],['Paramecia'],,,,,,,,,,,
Kurozumi_Semimaru,['黒炭せみ丸'],['Kurozumi Semimaru'],['Kurozumi Semimaru'],"['Chapter 965', 'Episode 965']",['Wano Country (Kurozumi Family)'],['Biwa hōshi'],,,['Deceased'],,,,,,['Taro Yamaguchi'],,,['Cory J  Phillips'],,['Wano Country (Flower Capital)'],,,['Bari Bari no Mi'],['Barrier-Barrier Fruit'],['Barrier'],['Paramecia'],,,,,,,,,,,
Taro,['タロウ'],['Tarō'],['Taro'],"['Chapter 0', 'Episode 0']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,['Toshiya Chiba'],,,,,,,,,,,,,,,,,,,,,,
Petermoo,['ピータームー'],['Pītāmū'],['Peetamu'],"['Chapter 966', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganryu_(Roger_Pirates),['眼竜'],['Ganryū'],['Ganryu'],"['Chapter 966', 'Episode 968']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,['Kazumasa Fukagawa'],,,,,,,,,,,,,,,,,,,,,,
Millet_Pine,['ミレ・パイン'],['Mire Pain'],['Mille Pine'],"['Chapter 966', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr._Momora,['Mr. モモラ'],['Misutā Momora'],['Mr. Momora'],"['Chapter 966', 'Episode 966']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,['Ryōhei Arai'],,,['Josh Putnam'],,,,,,,,,,,,,,,,,,,
Donquino,['ドンキーノ'],['Donkīno'],['Donkino'],"['Chapter 966', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,['Yūsuke Shirooka'],,,['Van Barr Jr.'],,,,,,,,,,,,,,,,,,,
CB_Gallant,['CBギャラン'],['Shībī Gyaran'],['CB Gallant'],"['Chapter 966', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yui,['ユーイ'],['Yūi'],['Yuey'],"['Chapter 966', 'Episode 966']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rangram,['ラングラム'],['Ranguramu'],['Langram'],['Chapter 966'],['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer,['スペンサー'],['Supensā'],['Spencer'],"['Chapter 966', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,['Kristian Eros'],,,,,,,,,,,,,,,,,,,
Mugren,['ミュグレン大佐'],['Myuguren Taisa'],['Muegren'],"['Chapter 966', 'Episode 966']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX_Marks,['MAX マークス'],['Makkusu Mākusu'],['Max Marx'],"['Chapter 966', 'Episode 967']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moon_Isaac_Jr.,['ムーン・アイザックJr.'],['Mūn Aizakku Junia'],['Moon Isaac Jr.'],"['Chapter 966', 'Episode 969']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,['Yūsuke Shirooka'],,,,,,,,,,,,,,,,,,,,,,
Bankuro,['バンクロ'],['Bankuro'],['Bancro'],"['Chapter 967', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince_Grus,['プリンス・グルス'],['Purinsu Gurusu'],['Prince Grus'],['Chapter 966 (cover)'],['Marines (SWORD)'],['Rear Admiral'],,,['Alive'],,,,,,,,,,,,,,['Gunyo Gunyo no Mi'],['Glorp-Glorp Fruit'],['Squish'],['Unknown'],,,,,,,,,,,
Kujaku,['孔雀'],['Kujaku'],['Kujaku'],['Chapter 966 (cover)'],['Marines (SWORD)'],['Rear Admiral'],,,['Alive'],,,,,,,,,,,,,,['Muchi Muchi no Mi'],['Whip-Whip Fruit'],['Whip'],['Paramecia'],,,,,,,,,,,
Blumarine,['ブルマリン'],['Burumarin'],['Bluemarine'],"['Chapter 967', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erio,['エリオ'],['Erio'],['Elio'],"['Chapter 967', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,['Tom Henry'],,,,,,,,,,,,,,,,,,,
Rowing,['ローウィング'],['Rо̄wingu'],['Lowwing'],"['Chapter 967', 'Episode 959']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonbanner,['ジャクソンバナー'],['Jakusonbanā'],['Jackson Burner'],"['Chapter 967', 'Episode 968']",['Roger Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hana,['お花'],['O-Hana'],['N/A'],"['Chapter 971', 'Episode 973']",,,,,['Unknown'],,,,,,['Yuki Kaneko'],,,,,"['Flower Capital, Wano Country']",,,,,,,,,,,,,,,,,
Yamato,['ヤマト'],['Yamato'],['Yamato'],"['Chapter 971', 'Episode 972']","['Ninja-Pirate-Mink-Samurai Alliance (disbanded)', 'Beasts Pirates (defected)']",,,"['""Oni Princess""']",['Alive'],['28'],['November 3rd'],"['263 cm (8\'8"")']",['F'],,['Saori Hayami'],,,['Michelle Rojas'],,['Wano Country (Onigashima)'],"['""Kozuki Oden""']",,"['Inu Inu no Mi, Model: Okuchi no Makami']","['Dog-Dog Fruit, Model: Okuchi-no-Makami']","['Dog', 'Large-Mouthed True/Pure God']",['Mythical Zoan'],,,,,,,,,,,
Ulti,['うるティ'],['Uruti'],['Ulti'],"['Chapter 977', 'Episode 982']",['Beasts Pirates (Tobiroppo)'],['Shinuchi'],['Grand Line'],,['Alive'],['22'],['January 4th'],"['173 cm (5\'8"")']",['XF'],['400000000'],['Tomoyo Kurosawa'],,,['Christina Kelly'],,,,,"['Ryu Ryu no Mi, Model: Pachycephalosaurus']","['Dragon-Dragon Fruit, Pachycephalosaurus Model']","['Dragon, Dinosaur']",['Ancient Zoan'],,,,,,,,,,,
Who%27s-Who,['フーズ・フー'],['Fūzu Fū'],"[""Who's-Who""]","['Chapter 977', 'Episode 954 (silhouette)', 'Episode 982 (actual)']","['Beasts Pirates (Tobiroppo)', ""Who's-Who Pirates (former)"", 'CP9 (former)', '']","['Shinuchi', 'Pirate', 'Captain  (former)', 'Prisoner (former)', 'Cipher Pol Agent (former)']",['North Blue'],"['""Who of the Droplets""']",['Alive'],['38'],['March 15th'],"['336 cm (11\'0¼"")']",['F'],['546000000'],['Hirofumi Nojima'],,,['Reagan Murdock'],,['Onigashima'],,,"['Neko Neko no Mi, Model: Saber Tiger']","['Cat-Cat Fruit, Saber-Toothed Tiger Model']",['Cat'],['Ancient Zoan'],,,,,,,,,,,
Black_Maria,['ブラックマリア'],['Burakkumaria'],['Black Maria'],"['Chapter 977', 'Episode 982']",['Beasts Pirates (Tobiroppo)'],"['Shinuchi', 'Brothel owner']",['Wano Country'],,['Alive'],['29'],['September 24th'],"['820 cm (26\'11"")']",['S'],['480000000'],['Yū Kobayashi'],,,['Alicyn Packard'],,['Onigashima'],,,"['Kumo Kumo no Mi, Model: Rosamygale Grauvogeli']","['Spider-Spider Fruit, Rosamygale grauvogeli Model']",['Spider'],['Ancient Zoan'],,,,,,,,,,,
Sasaki,['ササキ'],['Sasaki'],['Sasaki'],"['Chapter 977', 'Episode 954 (silhouette)', 'Episode 982 (actual)']","['Beasts Pirates (Tobiroppo)', 'Sasaki Pirates (former)']","['Shinuchi', 'Pirate Captain (former)']",['Grand Line'],"['""Overflowing Sasaki""']",['Alive'],['34'],['February 3rd'],"['318 cm (10\'5"")']",['XF'],['472000000'],['Volcano Ōta'],,,['Heath Morrow'],,,,,"['Ryu Ryu no Mi, Model: Triceratops']","['Dragon-Dragon Fruit, Triceratops Model']","['Dragon, Dinosaur']",['Ancient Zoan'],,,,,,,,,,,
Juki,['十鬼'],['Jūki'],['Juki'],"['Chapter 977', 'Episode 982']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Kōji Haramaki'],,,['Alfie Coy'],,,,,,,,,,,,,,,,,,,
Mizerka,['ミゼルカ'],['Mizeruka'],['Mizerka'],"['Chapter 978', 'Episode 982']",,['Shinuchi'],,,['Alive'],,,,,,['Arisa Sekine'],,,['Rowan Gilvie'],,,,,,['Gorilla SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Gorishiro,['ゴリ四郎'],['Gorishirо̄'],['Gorishiro'],"['Chapter 978', 'Episode 982']",['Beasts Pirates'],,,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bao_Huang,['バオファン'],['Baofan'],['Bao Huang'],"['Chapter 979', 'Episode 985']",['Beasts Pirates'],"['Shinuchi', 'Mary', 'Scheduler']",,,['Alive'],,,,,,['Ryoko Shiraishi'],,,['Molly Zhang'],,,,,,['Flying Squirrel SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Tenjo-Sagari,['天井下り'],['Tenjō-Sagari'],['Tenjo-Sagari'],"['Chapter 980, Episode 986']",['Beasts Pirates'],['Gifter'],,,['Alive'],,,,,,['Momo Ishibashi'],,,,,,,,,['White Snake SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Hatcha,['八茶'],['Hatcha'],['Haccha'],"['Chapter 981', 'Episode 987']",['Beasts Pirates (Numbers)'],,['Punk Hazard'],,['Alive'],['188'],['October 8th'],"['6680 cm (219\'2"")']",['XF'],,['Hiromu Miyazaki'],,,,,,,,,,,,,,,,,,,,,,
Nangi,['七鬼'],['Nangi'],['Nangi'],"['Chapter 988', 'Episode 997']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Yūsei Oda'],,,,,['Onigashima'],,,,,,,,,,,,,,,,,
Fuga,['二牙'],['Fūga'],['Fuga'],"['Chapter 991', 'Episode 1055']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Takayuki Kondo'],,,,,,,,,['Horse SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Zanki,['三鬼'],['Zanki'],['Zanki'],"['Chapter 991', 'Episode 1055']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Kōji Takeda'],,,,,,,,,,,,,,,,,,,,,,
Briscola,['ブリスコラ'],['Burisukora'],['Briscola'],"['Chapter 993', 'Episode 982']",['Beasts Pirates'],['Shinuchi'],,,['Alive'],,,,,,['Yasuhiro Mamiya'],,,['Mac McGee'],,,,,,['Gorilla SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Fourtricks,['フォートリックス'],['Fōtorikkusu'],['Fourtricks'],"['Chapter 994', 'Episode 982']",['Beasts Pirates'],['Shinuchi'],,,['Alive'],,,,,,['Kōhei Amasaki'],,,['Jim Foronda'],,,,,,['Chicken SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Hamlet,['ハムレット'],['Hamuretto'],['Hamlet'],"['Chapter 994', 'Episode 982']",['Beasts Pirates'],['Shinuchi'],,,['Alive'],,,,,,['Ryōta Takeuchi'],,,['Alan Lee'],,,,,,['Giraffe SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Poker,['ポーカー'],['Pōkā'],['Poker'],"['Chapter 997', 'Episode 982']","['Beasts Pirates, Tama']",['Shinuchi'],,,['Alive'],,,,,,['Tomohisa Hashizume'],,,['Matthew Elkins'],,,,,,['Rattlesnake SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Nure-Onna,['濡れ女'],['Nure-Onna'],['Nure-Onna'],"['Chapter 998', 'Episode 1013']",['Beasts Pirates'],['Gifter'],,,['Alive'],,,,,,['Yūki Yamamoto'],,,,,,,,,['Hognose Snake SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Kurozumi_Tama,['黒炭玉'],['Kurozumi Tama'],['Otama'],"['Chapter 911', 'Episode 893']",['Kurozumi Family'],"['Kunoichi in training', 'Kasa weaver']",,,['Alive'],['8'],['March 3rd'],"['108 cm (3\'6½"")']",['F'],,['Megumi Han'],,,['Sarah Wiedenheft'],,"['Amigasa Village, Kuri, Wano Country']",,,['Kibi Kibi no Mi'],['Millet-Millet Fruit'],['Millet'],['Paramecia'],,,,,,,,,,,
Black_Brothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caimanlady,['カイマンレディ'],['Kaiman Redi'],['Caiman Lady'],"['Chapter 1004', 'Episode 1020']",['Beasts Pirates'],"['Gifter', 'Mary']",,,['Alive'],,,,,,['Maki Tsuruta'],,,,,,,,,['Caiman SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Wanyudo,['輪入道'],['Wanyūdō'],['Wanyudo'],"['Chapter 1005', 'Episode 1021']",['Beasts Pirates'],['Gifter'],,,['Alive'],,,,,,,,,,,,,,,['Pug SMILE'],,['Artificial Zoan'],,,,,,,,,,,
Hera,['ヘラ'],['Hera'],['Hera'],"['Chapter 1011', 'Episode 1028']",['Big Mom Pirates'],,,,['Unknown'],,,,,,['Yumi Kakazu'],,,,,,,,,,,,,,,,,,,,,,
Kunyun,['九忍'],['Kunyun'],['Kunyun'],"['Chapter 1020', 'Episode 1042']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Hinako Takahashi'],,,,,,,,,,,,,,,,,,,,,,
Shimotsuki_Ryuma,['霜月リューマ'],['Shimotsuki Ryūma'],['Shimotsuki Ryuma'],"['Monsters (Wanted!)', 'Chapter 448', 'Episode 342']","['Thriller Bark Pirates', 'Wano Country (prior to death)', 'Shimotsuki Family']","['General Zombie', 'Samurai (prior to death)']",['Grand Line (Wano Country)'],"['Legendary Samurai', 'Sword God', 'Ryuma de King']",['Deceased'],,['November 6th'],"['179 cm (5\'10"")']",['XF'],,"['Yoshimasa Hosoya', 'Chō (Zombie)']",,,['Ian Sinclair'],,"['Wano Country (prior to death)', 'Thriller Bark (Post-Mortem)']",,['47'],,,,,,,,,,,,,,,
Gig,['ギグ'],['Gigu'],['Gig'],"['Chapter 1024', 'Episode 1067']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dive,['ダイブ'],['Daibu'],['Dive'],"['Chapter 1024', 'Episode 1080']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fugetsu_Omusubi,['風月おむすび'],['Fūgetsu Omusubi'],['Fugetsu Omusubi'],"['Chapter 1024', 'Episode 1048']",,"['Samurai', 'Daimyo of Kibi']",,,['Deceased'],,,,,,['Takahiro Shimada'],,,,,,,,,,,,,,,,,,,,,,
Uzuki_Tempura,['雨月天ぷら'],['Uzuki Tenpura'],['Uzuki Tempura'],"['Chapter 1024', 'Episode 1048']",,"['Samurai', 'Daimyo of Udon']",,,['Deceased'],,,,,,['Jiro Saito'],,,,,,,,,,,,,,,,,,,,,,
UK,['UK'],['Yū Kē'],['UK'],"['Chapter 1029', 'Episode 1054']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,['Kensuke Shimizu'],,,,,,,,,,,,,,,,,,,,,,
Pomp,['ポンプ'],['Ponpu'],['Pump'],"['Chapter 1029', 'Episode 1054']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,['Yukinori Okuhata'],,,,,,,,,,,,,,,,,,,,,,
Bubblegum,['バブルガム'],['Baburugamu'],['Bubblegum'],"['Chapter 1029', 'Episode 1054']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,['Yusuke Handa'],,,,,,,,,,,,,,,,,,,,,,
Kazenbo,['火前坊'],['Kazenbō'],['Kazenbo'],"['Chapter 1030', 'Episode 1055']",['Kurozumi Family'],,,,['Deceased'],,,,,,['Takumi Yamazaki'],,,,,,,,,,,,,,,,,,,,,,
Some,['お染'],['O-Some'],['Osome'],"['Chapter 1031', 'Episode 1057']",,['Geisha'],,,['Alive'],,,,,,['Yūki Kaneko'],,,,,,,,,,,,,,,,,,,,,,
Shimotsuki_Kozaburo,['霜月コウ三郎'],['Shimotsuki Kōzaburō'],['Shimotsuki Kozaburo'],"['Chapter 1033', 'Episode 1060']",['Shimotsuki Family'],['Swordsmith'],,,['Deceased'],,,,,,['Teruo Seki'],,,,,,,,,,,,,,,,,,,,,,
Shimotsuki_Koushirou,['霜月コウシロウ'],['Shimotsuki Kōshirō'],"['Koshiro', 'Koushirou (Live-Action)']","['Chapter 5', 'Episode 19']",['Shimotsuki Family'],['Dojo Master'],['East Blue'],,['Alive'],"['40 (debut)', '49 (pre-timeskip)', '51 (after timeskip)']",['May 4th'],"['184 cm (6\'0½"")']",['S'],,"['Unshō Ishizuka', 'Kenji Nomura (Episode 1030-)']",,['Wayne Grayson'],['Chuck Huber'],['Nathan Castle'],,,,,,,,,,,,,,,,,,
Shimotsuki_Kuina,['霜月くいな'],['Shimotsuki Kuina'],['Shimotsuki Kuina'],"['Chapter 5', 'Episode 2']",['Shimotsuki Family'],['Trainee Swordsman'],['East Blue (Shimotsuki Village)'],,['Deceased'],,['September 17th'],"['150 cm (4\'11"")']",['S'],,['Machiko Toyoshima'],['Chio Su-Ping'],['Priscilla Everett'],"['Monica Rial', 'Laura Bailey (Unlimited Adventure)']",['Audrey Cymone'],['Shimotsuki Village'],,['11'],,,,,,,,,,,,,,,
Chuji,['忠治'],['Chūji'],['Chuji'],"['Chapter 1034', 'Episode 1061']",,,,,['Alive'],,,,,,['Misaki Watada'],,,,,,,,,,,,,,,,,,,,,,
Rokki,['六鬼'],['Rokki'],['Rokki'],"['Chapter 1036', 'Episode 1063']",['Beasts Pirates (Numbers)'],,,,['Alive'],,,,,,['Shunsuke Kanie'],,,,,,,,,,,,,,,,,,,,,,
Reck,['レック'],['Rekku'],['Wreck'],"['Chapter 1038', 'Episode 1065']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,['Jōichirō Ōtsuki'],,,,,,,,,,,,,,,,,,,,,,
House,['ハウス'],['Hausu'],['House'],"['Chapter 1038', 'Episode 1067']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mosh,['モッシュ'],['Mosshu'],['Mosh'],"['Chapter 1038', 'Episode 1065']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,['Mitsuki Nakamura'],,,,,,,,,,,,,,,,,,,,,,
Boogie,['ブギ'],['Bugi'],['Boogie'],"['Chapter 1038', 'Episode 1065']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,['Kōsuke Tanabe'],,,,,,,,,,,,,,,,,,,,,,
Hip,['ヒップ'],['Hippu'],['Hip'],"['Chapter 1038', 'Episode 1065']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,['Sakura Kawaguchi'],,,,,,,,,,,,,,,,,,,,,,
Quincy,['クインシー'],['Kuinshī'],['Quincy'],"['Chapter 1039', 'Episode 1066']",['Kid Pirates'],['Pirate'],,,['Unknown'],,,,,,['Arisa Tsuruno'],,,,,,,,,,,,,,,,,,,,,,
