name,bio
Trebol,"Trebol is one of the top three officers of the Donquixote Pirates, acting as a Staff Officer. He occupies the Club seat of the Donquixote Family and is the leader of the crew's Trebol Army subdivision."
Tristan,"Tristan is a squirrel mink and one of Inuarashi's subjects, until Carrot took the throne of Mokomo Dukedom."
Tritobu,Tritobu is the prince of the Nagagutsu Kingdom. He accompanied his father Furrari to the Levely.
Tritoma,"Tritoma is a former empress of the Kuja tribe, succeeding Shakuyaku and preceding Boa Hancock. She died years ago, as a victim of Love Sickness."
Tsugaru Umi,Tsugaru Umi is a woman who trained Nico Robin to perform as a geisha. She lives in the Flower Capital of the Wano Country.
Tsukimi,Dr. Tsukimi was an old man who appeared in Enel's cover story.
Tsumonsieur Kamaya,Tsumonsieur Kamaya is a former CP9 agent.
Tsunagoro,"""Broken Hat"" Tsunagoro is a yakuza boss who was in charge of the Hakumai region in Wano Country. He was imprisoned in Udon by the Beasts Pirates, but was freed when Luffy took over the prison."
Tsunokkov,Tsunokkov is a former prisoner of Impel Down and resident of Newkama Land in Level 5.5. He is one of Emporio Ivankov's dancers.
Tsuru,"Tsuru, known as the ""Great Staff Officer"", is a renowned Marine Vice Admiral, as well as the grandmother of Kujaku."
Tsurube,"""Careless"" Tsurube was a retainer of the Kurozumi Family who burned to death after accidentally falling into the boiling oil prepared for Kouzuki Oden's execution."
Tsurue Monnosuke,Tsurue Monnosuke is the machi-bugyō of the Flower Capital.
Tsurujo,"Tsurujo, commonly known as O-Tsuru, is a tea house owner from the Wano Country, as well as the wife of Kin'emon."
Turco,"Turco is a member of the Fake Straw Hat Crew and masqueraded as Franky. When the crew switched to posing as the Kid Pirates, Turco impersonated Wire."
Tyrannosaurus,Tyrannosaurus is Iceburg's pet mouse.
UK,UK is a member of the Kid Pirates.
Ubau,Ubau was the God of Skypiea roughly 400 years ago. His desire to live on the Vearth the Shandia had called home initiated a war between the Skypieans and Shandia that would last over 400 years.
Ucy,"""Brutal Bull"" Ucy is a fighting bull that regularly competed as a gladiator in Dressrosa's Corrida Colosseum, where he was befriended (and named) by Monkey D. Luffy. He serves as an ally to Luffy during the Dressrosa Arc."
Uholisia,"Uholisia is the daughter of Chichilisia, the leader of the Niho Navy. She is the wife of 25 men and Sai's former fiancée."
Ukon,"Ukon is a samurai who allied with the Kouzuki Family. After waiting 20 years for the return of the Nine Red Scabbards, he affiliated with the Ninja-Pirate-Mink-Samurai Alliance to raid Onigashima."
Ulti,"Ulti is a former member of the Tobiroppo, the six strongest Shinuchi of the Beasts Pirates. She is the elder sister of fellow former Tobiroppo Page One, and the daughter of a former Warlord of the Sea, Hanafuda."
Ultraking,Ultraking was the assistant-manager of Rain Dinners in Rainbase during the Arabasta Arc.
Umit,"""Deep-Sea Currents"" Umit is a magnate who presides Umit Shipping and one of the emperors of the Underworld."
Underbite,Underbite is a Sea King. It is one of the six Sea Kings that speak to Shirahoshi when she fully manifests the power of Poseidon.
Uni,Uni is a member of the Heart Pirates.
Unigaro,Unigaro was a Wild Zombie who lived on Thriller Bark.
Urashima,"Urashima is a yokozuna-ranked sumo wrestler of Wano Country's Flower Capital. He is also of samurai class, thus giving him an elevated social status."
Uraya Mashikatta,Uraya Mashikatta is a pirate.
Urbain,Urbain is a giant that Kouzuki Oden encountered in his travels.
Urban,Urban is a Marine Vice Admiral and one of the nine Vice Admirals that took part in the Egghead Incident. He serves as a minor antagonist in the Egghead Arc.
Urouge,"Urouge, nicknamed the Mad Monk, is a pirate hailing from a sky island and high priest of the Fallen Monk Pirates. He is one of twelve pirates referred to as the "" Worst Generation "", and prior to the two-year timeskip had a bounty of 108,000,000."
Usagihebi,"Usagihebi is an animal who lives on the Island of Rare Animals. Like all the animals on the island, he is protected by Gaimon."
Usakkov,Usakkov is a former prisoner of Impel Down and resident of Newkama Land in Level 5.5. He is one of Emporio Ivankov's dancers.
Ushiano,"Ushiano is a cattle mink, the deputy commander of the Revolutionary Army's West Army, and the assistant of Morley."
Usopp,"""God"" Usopp is the sniper of the Straw Hat Pirates and one of the Senior Officers of the Straw Hat Grand Fleet. He is the fourth member of the crew and the third to join, doing so at the end of the Syrup Village Arc."
Usunoro,Usunoro is a Shinuchi of the Beasts Pirates and part of the Armored Division led by Sasaki.
Uta,"Uta is a world-famous diva and the adopted daughter of the Emperor Red-Haired Shanks, being a musician in his crew. In the filler Uta's Past Arc, she met and befriended Monkey D. Luffy in Foosha Village when they were both children."
Utan Divers,"The Utan Divers are a group of divers who composes the Shoujou Pirates on Shoujou's ship, the Utan Sonar. They each have a specific Diver Number."
Uwattsura,Uwattsura is a Waiter of the Beasts Pirates who serves as a chief guard in the Prisoner Mine of the Udon region.
Uzu,Uzu is a child who was held captive in Punk Hazard's Biscuits Room. He was freed with the rest of the children by the Straw Hat Pirates.
Uzuki Namida,Uzuki Namida is a samurai and a member of the Uzuki Family who was formerly imprisoned in the Udon Prisoner Mine.
Uzuki Tempura,"Uzuki Tempura was a samurai who, as a member of the Uzuki Family, served as the daimyo of the Udon region until he was imprisoned and killed by Kaidou 20 years ago."
Van Augur,"Van Augur, nicknamed ""The Supersonic"", is the sniper, and one of the Ten Titanic Captains of the Blackbeard Pirates, serving as the captain of the third ship of the fleet. Due to his actions and role, he is a minor antagonist in the Jaya Arc, a supporting antagonist in the Impel Down and Marineford Arcs, a minor antagonist in the Egghead Arc, and a major antagonist in the Final Saga."
Vander Decken IX,"Vander Decken IX is a Japanese bullhead shark fish-man, the eighth descendant of the legendary Vander Decken, and the captain of the Flying Pirates. He is the secondary antagonist of the Fish-Man Island Arc."
Vasco Shot,"Vasco Shot, monikered ""Heavy Drinker"", is one of the Ten Titanic Captains of the Blackbeard Pirates, serving as the captain of the eighth ship of the fleet. He was originally one of several legendary criminals given a life sentence on Impel Down's Level 6, before being freed by Marshall D. Teach and joining him."
Vegapunk,Dr. Vegapunk was the leading scientist of the SSG in the employment of the Marines.
Vergo,"""Demon Bamboo"" Vergo was one of the four elite officers and the first to occupy the Heart seat of the Donquixote Pirates under the codename Corazon. He was a Marine vice admiral, and head of G-5, who made his debut at Punk Hazard."
Very Good,Very Good is a Marine Captain and one of the Marines who helped to attack the Straw Hat Pirates during the Buster Call at Enies Lobby.
Victoria Cindry,"Victoria Cindry was once a famous stage actress who died after falling off the stage twelve years ago. Having been infatuated with her, Dr."
Vincent,Vincent is the prince of the Sankan Kingdom.
Vinsmoke Ichiji,"Vinsmoke Ichiji, also known as ""Sparking Red"", is the eldest son and second child of the Vinsmoke Family. He is a prince of the Germa Kingdom and a commander in its military arm, Germa 66."
Vinsmoke Judge,"Vinsmoke Judge, also known as Garuda, is the king of the Germa Kingdom, the supreme commander of the Germa 66, and the patriarch of the Vinsmoke Family, being Sanji's biological father. Judge is also a skilled scientist specialized in engineering and genetics, being responsible for the creation of most of Germa 66' technological advancements, including modifying his own children into super soldiers and developing the Raid Suit that supports their enhanced abilities."
Vinsmoke Niji,"Vinsmoke Niji, also known as ""Dengeki Blue"", is the second son and third child of the Vinsmoke Family. He is a prince of the Germa Kingdom and a commander in its military army, Germa 66."
Vinsmoke Reiju,"Vinsmoke Reiju, also known as ""Poison Pink"", is the eldest child and only daughter of the Vinsmoke Family. She is the princess of the Germa Kingdom and a commander in its military army, Germa 66."
Vinsmoke Sora,"Vinsmoke Sora was the queen of the Germa Kingdom, the wife of Vinsmoke Judge and the mother of Vinsmoke Reiju, Vinsmoke Ichiji, Vinsmoke Niji, Sanji and Vinsmoke Yonji who died sometime during Sanji's childhood."
Vinsmoke Yonji,"Vinsmoke Yonji, also known as ""Winch Green"", is the fourth son and youngest child of the Vinsmoke Family. He is a prince of the Germa Kingdom and a commander in its military arm, Germa 66."
Viola,Viola is the second daughter of the Riku Family and the current crown princess of Dressrosa after her niece Rebecca abdicated her position. She is the younger sister of the late Scarlett.
Vista,"""Vista of the Flower Swords"" is the former 5th division commander of the Whitebeard Pirates. He is one of the most prominent members of his crew."
Vitan,Vitan is an infamous New World pirate captain who allied with Whitebeard.
Vito,"""Monster Gun"" Vito is a member of the Fire Tank Pirates, working as the crew's advisor. He debuts as a supporting antagonist during the Zou Arc."
Wadatsumi,"""Large Monk"" Wadatsumi is a giant tiger blowfish fish-man and a member of the Sun Pirates. He was formerly a member of the Flying Pirates under captain Vander Decken IX before they were defeated."
Wakasa,Wakasa is a resident of Bakura Town in Wano Country who runs a restaurant alongside Hiroshi; the two of them own a tanuki named Saikoro which the sumo wrestler Urashima forced to be cooked and served to him.
Wallace,Wallace is a weedy stingfish fish-man and a member of the Spade Pirates.
Wallem,Wallem is an infamous New World pirate captain who allied with Whitebeard.
Wanda,"Wanda is a canine mink of the Inuarashi Musketeer Squad, previously also acting as a Kingsbird to both Inuarashi and Nekomamushi. She is an ally of the Straw Hat Pirates during the Zou and Wano Country Arcs."
Wany,Wany is Wanda's crocodile-boar steed.
Wanyudo,"Wanyudo is a Gifter in the Beasts Pirates, serving as Black Maria's weapon."
Wanze,"Wanze is an agent of CP7 and a cook, specializing in making ramen noodles. He was one of the antagonists during the Sea Train voyage in the Water 7 Arc."
Wapol,"""Tin-Plate"" Wapol is the king of the South Blue's Evil Black Drum Kingdom and chairman of an international toy conglomerate. Originally king of the Grand Line's Drum Island, Wapol fled when the Blackbeard Pirates attacked (spending some time as the ""captain"" of his own, improvised pirate crew ) and was permanently deposed by the Straw Hat Pirates soon after."
Warashi,Warashi is one of the Shandia warriors who fought against Enel.
Waruno Furishiro,Waruno Furishiro is a man who manages weapon production orders on behalf of Kurozumi Orochi in the Flower Capital of Wano Country.
Wellington,Wellington is a North Blue pirate from around fourteen to sixteen years ago.
Wheel,Wheel is the prince of the South Fire Kingdom. He accompanied his father Jeep to the Levely.
Whitey Bay,"""Ice Witch"" Whitey Bay is an infamous New World pirate captain who was once a member of the Whitebeard Pirates before forming her own crew subordinate to Whitebeard."
